ID,AgeOldestIdentityRecord,AgeOldestAccount,AgeNewestAutoAccount,TotalInquiries,AvgAgeAutoAccounts,TotalAutoAccountsNeverDelinquent,WorstDelinquency,HasInquiryTelecomm,Prob_del
8327660,375.0,207.0,,0.0,,,1.0,0.0,0.2213025552104649
8331472,179.0,358.0,81.0,0.0,116.0,1.0,1.0,0.0,0.22149310272701117
8329023,348.0,170.0,100.0,0.0,128.0,2.0,1.0,0.0,0.22150693110227715
8324570,341.0,148.0,148.0,0.0,148.0,0.0,1.0,0.0,0.2215171978153334
8330044,347.0,204.0,82.0,0.0,112.0,2.0,1.0,0.0,0.22174590394398327
8332443,301.0,245.0,,0.0,,,1.0,0.0,0.22288088524532979
8331082,349.0,306.0,,0.0,,,1.0,0.0,0.22329415506276956
8323247,361.0,159.0,13.0,0.0,64.0,9.0,1.0,0.0,0.2238476200129405
8330151,324.0,336.0,,0.0,,,1.0,0.0,0.22385572761885347
8328279,353.0,248.0,45.0,0.0,91.0,2.0,1.0,0.0,0.22391576975887983
8325421,353.0,287.0,29.0,0.0,87.0,1.0,1.0,0.0,0.22422850342393905
8329578,301.0,264.0,,0.0,,,1.0,0.0,0.22448288663325003
8325958,351.0,217.0,74.0,0.0,91.0,2.0,1.0,0.0,0.22476405367507163
8322754,339.0,228.0,66.0,0.0,97.0,2.0,1.0,0.0,0.2248962287141437
8327853,359.0,194.0,95.0,0.0,106.0,1.0,1.0,0.0,0.2249135515339139
8328795,204.0,173.0,173.0,0.0,173.0,1.0,1.0,0.0,0.22495222514077773
8332469,265.0,264.0,64.0,0.0,103.0,4.0,30.0,0.0,0.2250711250286867
8329944,339.0,215.0,45.0,0.0,106.0,4.0,30.0,0.0,0.22626853718225184
8326306,289.0,290.0,78.0,0.0,78.0,1.0,1.0,0.0,0.2262961600100211
8324581,347.0,356.0,25.0,0.0,39.0,1.0,30.0,0.0,0.2266395246505
8325692,377.0,272.0,12.0,0.0,69.0,2.0,1.0,0.0,0.22667989803335303
8330554,324.0,168.0,102.0,0.0,124.0,2.0,1.0,0.0,0.22692141486259704
8329453,382.0,203.0,,0.0,,,30.0,0.0,0.22791160392861382
8323528,236.0,237.0,122.0,0.0,122.0,1.0,1.0,0.0,0.22795836798979174
8330648,349.0,219.0,82.0,0.0,107.0,0.0,1.0,0.0,0.22848572016944332
8330120,225.0,169.0,169.0,0.0,169.0,0.0,1.0,0.0,0.22854182500273756
8325271,14.0,,,0.0,,,,0.0,0.23000774419889086
8323403,326.0,219.0,,0.0,,,1.0,0.0,0.23026775771947616
8326485,309.0,309.0,40.0,0.0,107.0,1.0,60.0,0.0,0.23039711795408918
8331170,348.0,240.0,,0.0,,,1.0,0.0,0.23041515088671105
8322472,330.0,133.0,130.0,0.0,130.0,1.0,1.0,0.0,0.23076980434060632
8327202,318.0,355.0,,0.0,,,1.0,0.0,0.23078701208235464
8323582,295.0,283.0,79.0,0.0,79.0,0.0,1.0,0.0,0.23108663772332919
8323018,286.0,150.0,,0.0,,,1.0,0.0,0.2316968214765306
8321973,282.0,213.0,99.0,0.0,116.0,1.0,1.0,0.0,0.23169784090469603
8329905,233.0,155.0,155.0,0.0,155.0,1.0,1.0,0.0,0.2321736875793769
8327287,328.0,259.0,85.0,0.0,85.0,0.0,30.0,0.0,0.23274533331460023
8323835,382.0,132.0,96.0,0.0,114.0,1.0,1.0,0.0,0.2329492321238668
8326454,376.0,142.0,101.0,0.0,101.0,1.0,1.0,0.0,0.23367947630295424
8324878,357.0,134.0,105.0,0.0,120.0,1.0,1.0,0.0,0.2336857100011063
8321992,292.0,161.0,125.0,0.0,125.0,1.0,1.0,0.0,0.23378966690492908
8328212,374.0,145.0,45.0,0.0,112.0,3.0,1.0,0.0,0.23431703845282992
8331455,349.0,201.0,69.0,0.0,93.0,1.0,1.0,0.0,0.2343631082582243
8328390,349.0,159.0,93.0,0.0,110.0,1.0,1.0,0.0,0.23454389403285097
8325102,352.0,206.0,40.0,0.0,93.0,2.0,1.0,0.0,0.23464942552495557
8325180,263.0,246.0,28.0,0.0,76.0,5.0,1.0,0.0,0.23468982471451863
8323763,289.0,182.0,96.0,0.0,111.0,2.0,1.0,0.0,0.23480988047714516
8328420,341.0,161.0,83.0,0.0,122.0,1.0,1.0,0.0,0.23507714359231607
8329437,309.0,294.0,12.0,0.0,107.0,1.0,30.0,0.0,0.23524459328527256
8330603,309.0,211.0,12.0,0.0,107.0,4.0,1.0,0.0,0.23531483213432638
8322724,351.0,185.0,77.0,0.0,95.0,1.0,1.0,0.0,0.23540492371943078
8332774,372.0,122.0,103.0,0.0,113.0,1.0,1.0,0.0,0.23583284155130665
8322809,327.0,157.0,104.0,0.0,113.0,1.0,1.0,0.0,0.23591324569502894
8323666,359.0,190.0,,0.0,,,1.0,0.0,0.23613706219951103
8330856,354.0,229.0,,0.0,,,30.0,0.0,0.23635848569835946
8325165,244.0,250.0,98.0,0.0,110.0,0.0,1.0,0.0,0.23672155837675854
8326778,380.0,183.0,25.0,0.0,99.0,2.0,1.0,0.0,0.23686431366932761
8326285,381.0,119.0,,0.0,,,1.0,0.0,0.23694735039306056
8331162,374.0,172.0,54.0,0.0,85.0,2.0,1.0,0.0,0.2371379264753706
8326953,348.0,256.0,,0.0,,,1.0,0.0,0.23802588025528057
8322126,303.0,313.0,33.0,0.0,39.0,1.0,1.0,0.0,0.23819272515077664
8323716,229.0,154.0,154.0,0.0,154.0,0.0,1.0,0.0,0.23851911324730804
8327231,305.0,239.0,,0.0,,,1.0,0.0,0.2387490903930353
8328133,304.0,159.0,89.0,0.0,110.0,2.0,1.0,0.0,0.23934571981190092
8331423,269.0,272.0,18.0,0.0,76.0,3.0,1.0,0.0,0.2394370762355364
8323256,323.0,144.0,15.0,0.0,81.0,7.0,1.0,0.0,0.23968693172854927
8331517,361.0,147.0,102.0,0.0,102.0,0.0,1.0,0.0,0.23977520737023875
8324465,342.0,117.0,,0.0,,,1.0,0.0,0.24017814085329067
8325086,372.0,225.0,68.0,0.0,68.0,0.0,30.0,0.0,0.24059359561604413
8325248,358.0,179.0,,0.0,,,1.0,0.0,0.24063953055593387
8328818,307.0,176.0,107.0,0.0,107.0,0.0,1.0,0.0,0.24087206456521193
8330618,316.0,227.0,78.0,0.0,78.0,0.0,1.0,0.0,0.2409129311684925
8332193,336.0,107.0,,0.0,,,1.0,0.0,0.24098881398183344
8328291,349.0,213.0,11.0,0.0,71.0,3.0,1.0,0.0,0.2410063797094645
8327495,345.0,260.0,,0.0,,,1.0,0.0,0.24123353228223063
8329723,320.0,200.0,34.0,0.0,103.0,2.0,1.0,0.0,0.24130664582286923
8328634,304.0,126.0,122.0,0.0,122.0,1.0,1.0,0.0,0.24132831218744832
8329611,318.0,108.0,,0.0,,,1.0,0.0,0.24154193326482035
8331967,264.0,134.0,131.0,0.0,133.0,1.0,1.0,0.0,0.24233300604848682
8323521,365.0,125.0,,0.0,,,1.0,0.0,0.24249406561954115
8322747,,150.0,40.0,0.0,101.0,3.0,1.0,0.0,0.24265596061180755
8325594,348.0,234.0,15.0,0.0,81.0,2.0,30.0,0.0,0.24288445744195222
8325252,340.0,127.0,92.0,0.0,95.0,2.0,1.0,0.0,0.24303693593991682
8322521,364.0,248.0,15.0,0.0,75.0,2.0,60.0,0.0,0.24329547548559544
8331954,283.0,192.0,86.0,0.0,121.0,0.0,1.0,0.0,0.2433318544812616
8323322,376.0,134.0,44.0,0.0,105.0,2.0,1.0,0.0,0.24344445951198782
8322237,374.0,176.0,13.0,0.0,95.0,2.0,1.0,0.0,0.24362134331864882
8324798,342.0,166.0,74.0,0.0,90.0,1.0,1.0,0.0,0.24370993422905304
8323941,381.0,116.0,90.0,0.0,92.0,1.0,1.0,0.0,0.24383429804761889
8324590,339.0,166.0,,0.0,,,1.0,0.0,0.24417808675845348
8322299,326.0,157.0,,0.0,,,1.0,0.0,0.24495867506089294
8327787,302.0,237.0,,0.0,,,1.0,0.0,0.24499619864304442
8328322,296.0,294.0,13.0,0.0,55.0,1.0,1.0,0.0,0.24508644117778206
8330404,223.0,227.0,56.0,0.0,115.0,2.0,1.0,0.0,0.24550154666316049
8321831,341.0,130.0,75.0,0.0,97.0,2.0,1.0,0.0,0.24576410210366775
8330986,293.0,184.0,121.0,0.0,122.0,1.0,90.0,0.0,0.24588481048283192
8327581,352.0,139.0,75.0,0.0,98.0,1.0,1.0,0.0,0.24611370907017185
8321979,301.0,207.0,,0.0,,,1.0,0.0,0.24614583239726762
8324861,302.0,216.0,41.0,0.0,95.0,1.0,1.0,0.0,0.24620110378697377
8332311,331.0,,,0.0,,,1.0,0.0,0.2463109213623518
8329515,364.0,145.0,42.0,0.0,94.0,2.0,1.0,0.0,0.2463587910127755
8327162,279.0,266.0,52.0,0.0,52.0,1.0,1.0,0.0,0.2465271809296981
8321708,354.0,149.0,43.0,0.0,96.0,2.0,1.0,0.0,0.24661575938974303
8328443,250.0,237.0,109.0,0.0,109.0,0.0,60.0,0.0,0.24705227689578865
8322150,378.0,,,,,,,0.0,0.24723800067456045
8326478,240.0,220.0,99.0,0.0,99.0,0.0,1.0,0.0,0.2472931205273665
8332074,261.0,261.0,25.0,0.0,73.0,2.0,1.0,0.0,0.24771382156525443
8330274,350.0,139.0,94.0,0.0,94.0,0.0,1.0,0.0,0.24785158180510689
8332423,238.0,231.0,92.0,0.0,92.0,0.0,1.0,0.0,0.24846122283001731
8332088,354.0,162.0,45.0,0.0,113.0,0.0,1.0,0.0,0.24868164444228272
8331519,260.0,264.0,,0.0,,,1.0,0.0,0.24875694836858325
8327633,294.0,139.0,,0.0,,,1.0,0.0,0.2491205360967943
8323672,359.0,203.0,49.0,0.0,63.0,0.0,1.0,0.0,0.24913336114194395
8329147,351.0,149.0,11.0,0.0,79.0,4.0,1.0,0.0,0.24934133292719976
8326257,284.0,,,0.0,,,,0.0,0.2494427686726036
8330100,358.0,92.0,,0.0,,,1.0,0.0,0.2497425147966093
8324589,168.0,153.0,146.0,0.0,146.0,1.0,1.0,0.0,0.24979982733088088
8323600,359.0,123.0,57.0,0.0,90.0,2.0,1.0,0.0,0.25010798303995674
8329393,314.0,171.0,50.0,0.0,85.0,2.0,1.0,0.0,0.2502088649988923
8328096,272.0,187.0,,0.0,,,1.0,0.0,0.2502099539499799
8324951,315.0,125.0,,0.0,,,1.0,0.0,0.2503021583183889
8331325,296.0,130.0,115.0,0.0,115.0,0.0,1.0,0.0,0.2504057382198587
8323610,373.0,44.0,,0.0,,,1.0,0.0,0.2504501291840761
8323924,353.0,234.0,,0.0,,,1.0,0.0,0.250529668846089
8326005,254.0,239.0,225.0,0.0,225.0,0.0,400.0,0.0,0.251030739032458
8327454,226.0,140.0,112.0,0.0,121.0,2.0,1.0,0.0,0.2510976408166984
8329588,314.0,,,0.0,,,,0.0,0.25135015568717656
8327856,383.0,181.0,74.0,0.0,75.0,0.0,60.0,0.0,0.2515540757240098
8328624,316.0,311.0,311.0,2.0,311.0,1.0,400.0,0.0,0.2516988083884331
8330687,328.0,126.0,44.0,0.0,97.0,3.0,1.0,0.0,0.25199660850768807
8331853,347.0,169.0,,0.0,,,1.0,0.0,0.2519982560097992
8327247,400.0,90.0,90.0,0.0,90.0,0.0,1.0,0.0,0.2520045691098366
8326545,270.0,230.0,69.0,0.0,76.0,0.0,1.0,0.0,0.2520449355097059
8332101,241.0,251.0,,0.0,,,120.0,0.0,0.2520868077358958
8325638,282.0,176.0,94.0,0.0,94.0,0.0,1.0,0.0,0.2523089632507079
8332176,226.0,233.0,88.0,0.0,88.0,0.0,1.0,0.0,0.252385543746141
8323434,334.0,111.0,105.0,0.0,105.0,0.0,1.0,0.0,0.2525216083278466
8322635,281.0,238.0,44.0,0.0,82.0,0.0,1.0,0.0,0.25253747021982803
8332670,159.0,,,0.0,,,,0.0,0.25274890074082335
8324446,292.0,142.0,,0.0,,,1.0,0.0,0.2529794795823037
8324380,383.0,138.0,,0.0,,,1.0,0.0,0.25321298701897765
8329310,353.0,162.0,,0.0,,,1.0,0.0,0.2533051599088243
8323516,368.0,191.0,69.0,0.0,99.0,1.0,120.0,0.0,0.2534015945247435
8331202,233.0,126.0,126.0,0.0,126.0,1.0,1.0,0.0,0.25350406786965124
8322620,230.0,153.0,100.0,0.0,107.0,2.0,1.0,0.0,0.2535982207862131
8328673,241.0,120.0,101.0,0.0,109.0,3.0,1.0,0.0,0.2537911416863865
8331684,380.0,238.0,31.0,0.0,59.0,2.0,120.0,0.0,0.2538027152138972
8324591,277.0,144.0,10.0,0.0,65.0,8.0,30.0,0.0,0.254459361861743
8329296,382.0,184.0,20.0,0.0,52.0,2.0,30.0,0.0,0.25455348278367984
8332743,356.0,206.0,22.0,0.0,68.0,1.0,30.0,0.0,0.2548165377716806
8331231,354.0,38.0,,0.0,,,1.0,0.0,0.2548694902751345
8321595,246.0,221.0,52.0,0.0,89.0,1.0,1.0,0.0,0.2550106003565559
8327067,236.0,149.0,,0.0,,,1.0,0.0,0.2550373377771344
8324863,329.0,303.0,44.0,0.0,129.0,5.0,1.0,1.0,0.2552672520430522
8324042,324.0,111.0,64.0,0.0,82.0,3.0,1.0,0.0,0.2553956649618705
8328969,271.0,113.0,113.0,0.0,113.0,1.0,1.0,0.0,0.25564856132295566
8328610,243.0,198.0,,0.0,,,30.0,0.0,0.2557180357571145
8325703,325.0,332.0,64.0,0.0,122.0,3.0,1.0,1.0,0.2557788065090962
8327927,293.0,131.0,105.0,0.0,105.0,0.0,1.0,0.0,0.2558192299335303
8326372,347.0,99.0,99.0,0.0,99.0,0.0,1.0,0.0,0.2559428656153436
8332698,245.0,139.0,102.0,0.0,117.0,1.0,1.0,0.0,0.25612963955431095
8327136,339.0,151.0,17.0,0.0,94.0,2.0,1.0,0.0,0.2561310771462695
8325648,161.0,133.0,,0.0,,,1.0,0.0,0.25617078518624764
8331544,377.0,128.0,27.0,0.0,76.0,2.0,1.0,0.0,0.25629385901379703
8328950,237.0,257.0,45.0,0.0,62.0,1.0,1.0,0.0,0.25645369832947607
8331414,375.0,197.0,1.0,0.0,76.0,1.0,30.0,0.0,0.2564537361758526
8329057,395.0,256.0,,1.0,,,1.0,0.0,0.2564586280081608
8328422,446.0,109.0,15.0,0.0,31.0,3.0,1.0,0.0,0.2564734570134001
8330158,187.0,129.0,15.0,0.0,77.0,10.0,1.0,0.0,0.2565013178404455
8323889,347.0,97.0,,0.0,,,1.0,0.0,0.25656218861923225
8325821,356.0,123.0,75.0,0.0,92.0,2.0,60.0,0.0,0.2568074544191333
8332008,328.0,149.0,149.0,1.0,149.0,1.0,1.0,0.0,0.2568144635178098
8329778,295.0,139.0,84.0,0.0,112.0,0.0,1.0,0.0,0.25688833188284144
8325896,374.0,92.0,,0.0,,,1.0,0.0,0.2568999340974541
8330235,242.0,210.0,,0.0,,,1.0,0.0,0.25690416149161155
8328899,261.0,214.0,39.0,0.0,89.0,1.0,1.0,0.0,0.2569986294643917
8328514,347.0,148.0,,0.0,,,1.0,0.0,0.2570585712149961
8330796,294.0,112.0,112.0,0.0,112.0,1.0,30.0,0.0,0.25721632664383354
8331824,247.0,228.0,72.0,0.0,72.0,0.0,1.0,0.0,0.257500044949355
8332672,263.0,137.0,67.0,0.0,93.0,3.0,1.0,0.0,0.2576925525205921
8326589,368.0,105.0,84.0,0.0,84.0,0.0,1.0,0.0,0.257784825568224
8324612,201.0,176.0,64.0,0.0,106.0,3.0,1.0,0.0,0.25790425854803534
8331558,304.0,203.0,29.0,0.0,73.0,2.0,30.0,0.0,0.2580046192537481
8329914,318.0,262.0,,0.0,,,1.0,0.0,0.258076184144504
8322617,380.0,130.0,8.0,0.0,83.0,2.0,1.0,0.0,0.2581761076384172
8326245,493.0,93.0,,0.0,,,1.0,0.0,0.25838619689722064
8329968,300.0,143.0,91.0,0.0,91.0,0.0,1.0,0.0,0.25849657402150994
8325801,361.0,207.0,4.0,0.0,89.0,2.0,90.0,0.0,0.258934490510108
8329690,349.0,70.0,,0.0,,,1.0,0.0,0.2589644633915604
8322278,268.0,231.0,21.0,0.0,98.0,1.0,30.0,0.0,0.25900855000338835
8328871,338.0,156.0,,0.0,,,1.0,0.0,0.25901760819223324
8329098,360.0,169.0,53.0,0.0,53.0,0.0,1.0,0.0,0.259037581769183
8323904,373.0,81.0,81.0,0.0,81.0,1.0,1.0,0.0,0.2592324347524458
8322033,285.0,248.0,88.0,1.0,116.0,2.0,1.0,0.0,0.2593154983513132
8323803,359.0,107.0,75.0,0.0,92.0,0.0,1.0,0.0,0.2593405197238149
8330087,184.0,167.0,109.0,0.0,141.0,2.0,60.0,0.0,0.25963282012629707
8321880,287.0,110.0,110.0,0.0,110.0,0.0,1.0,0.0,0.25982479834906436
8327191,343.0,95.0,95.0,0.0,95.0,0.0,1.0,0.0,0.2598271854218454
8323058,374.0,128.0,45.0,0.0,87.0,0.0,1.0,0.0,0.25982889276194054
8328559,287.0,131.0,76.0,0.0,102.0,1.0,1.0,0.0,0.26001625558302094
8330824,344.0,161.0,,0.0,,,1.0,0.0,0.26026697811975613
8325476,377.0,154.0,51.0,0.0,51.0,0.0,1.0,0.0,0.26039123284053384
8325628,278.0,117.0,109.0,0.0,109.0,0.0,1.0,0.0,0.26040775578506425
8330490,360.0,182.0,,0.0,,,1.0,0.0,0.2604922297280919
8328067,343.0,116.0,83.0,0.0,83.0,0.0,1.0,0.0,0.2606398637185538
8323529,262.0,177.0,85.0,0.0,85.0,0.0,1.0,0.0,0.26073486329992873
8327788,375.0,125.0,8.0,0.0,62.0,3.0,1.0,0.0,0.26074585673060524
8331534,275.0,41.0,,0.0,,,1.0,0.0,0.2607953760111261
8332462,351.0,113.0,89.0,0.0,94.0,0.0,30.0,0.0,0.26092526757550877
8322849,157.0,153.0,128.0,0.0,128.0,1.0,1.0,0.0,0.26119966758254803
8322801,339.0,221.0,20.0,0.0,20.0,1.0,1.0,0.0,0.2618840799244157
8324550,238.0,171.0,,0.0,,,1.0,0.0,0.26214650509279547
8328933,215.0,221.0,66.0,0.0,92.0,0.0,1.0,0.0,0.2622196953367838
8330600,307.0,161.0,69.0,0.0,96.0,0.0,30.0,0.0,0.26232362638139023
8324703,,,,0.0,,,,,0.2623480023121729
8327902,313.0,155.0,83.0,0.0,83.0,0.0,30.0,0.0,0.26242742604326075
8325285,148.0,137.0,137.0,0.0,137.0,1.0,1.0,0.0,0.26251639600561244
8323548,362.0,195.0,9.0,0.0,57.0,1.0,30.0,0.0,0.2625334328765642
8331428,191.0,165.0,7.0,0.0,64.0,9.0,30.0,0.0,0.2626353590894757
8324675,333.0,91.0,83.0,0.0,87.0,1.0,1.0,0.0,0.26286836771844646
8331468,347.0,69.0,,0.0,,,1.0,0.0,0.26292265628617556
8329030,230.0,220.0,51.0,0.0,73.0,1.0,1.0,0.0,0.26295559375957045
8329837,374.0,123.0,62.0,0.0,62.0,0.0,1.0,0.0,0.26327947339640967
8328400,355.0,156.0,,0.0,,,1.0,0.0,0.26342025709910993
8324827,166.0,155.0,119.0,0.0,119.0,1.0,1.0,0.0,0.26347780074459937
8332380,193.0,131.0,130.0,0.0,130.0,0.0,1.0,0.0,0.26356881031914153
8323389,278.0,109.0,106.0,0.0,106.0,0.0,1.0,0.0,0.26401457837152315
8328629,349.0,421.0,4.0,0.0,63.0,3.0,30.0,1.0,0.2642722169121837
8331734,324.0,187.0,21.0,0.0,35.0,2.0,1.0,0.0,0.26433936535417735
8322268,217.0,223.0,63.0,0.0,63.0,1.0,1.0,0.0,0.2644221582816049
8323332,320.0,220.0,23.0,0.0,23.0,1.0,1.0,0.0,0.2645346370918713
8322132,300.0,135.0,4.0,0.0,64.0,7.0,60.0,0.0,0.26472866110683413
8325740,320.0,37.0,,0.0,,,1.0,0.0,0.2648641653975796
8326105,118.0,,,0.0,,,,0.0,0.26488961995414334
8323198,353.0,127.0,54.0,0.0,76.0,0.0,1.0,0.0,0.2650087974142543
8331168,269.0,112.0,106.0,0.0,106.0,0.0,1.0,0.0,0.2651166381272621
8331622,400.0,103.0,,0.0,,,30.0,0.0,0.2652047534774978
8332750,214.0,172.0,53.0,0.0,102.0,2.0,1.0,0.0,0.26530644611257004
8322501,349.0,102.0,,0.0,,,1.0,0.0,0.2653368513484846
8331661,140.0,186.0,121.0,0.0,121.0,1.0,30.0,0.0,0.2654694242772023
8329573,312.0,209.0,2.0,0.0,57.0,1.0,1.0,0.0,0.26552762953499737
8322338,203.0,199.0,38.0,0.0,97.0,2.0,1.0,0.0,0.2658079132993169
8326438,322.0,312.0,25.0,1.0,82.0,2.0,30.0,0.0,0.265825324356036
8325451,359.0,,,0.0,,,1.0,0.0,0.2659221893723163
8322420,380.0,300.0,24.0,0.0,103.0,5.0,400.0,0.0,0.266389942788254
